	S:1
Hz	Magnitude, N
0	0.000380699
0.390625	0.000305347
0.78125	0.000113609
1.17188	0.000157995
1.5625	6.91757e-005
1.95313	1.65958e-005
2.34375	1.03859e-005
2.73438	2.44949e-005
3.125	2.04993e-005
3.51563	1.59946e-005
3.90625	1.89055e-006
4.29688	1.55714e-005
4.6875	1.05295e-005
5.07813	8.52259e-006
5.46875	1.15525e-005
5.85938	1.195e-005
6.25	6.12076e-006
6.64063	7.00004e-006
7.03125	1.24618e-005
7.42188	1.50847e-005
7.8125	6.93085e-006
8.20313	1.20356e-005
8.59375	1.297e-005
8.98438	7.78081e-006
9.375	9.18842e-007
9.76563	8.29966e-006
10.1563	5.02684e-006
10.5469	4.94236e-006
10.9375	1.02615e-005
11.3281	2.07615e-005
11.7188	2.37689e-005
12.1094	1.30751e-005
12.5	1.16682e-005
12.8906	8.49158e-006
13.2813	6.21392e-006
13.6719	8.75159e-006
14.0625	1.42523e-005
14.4531	1.0729e-005
14.8438	8.93729e-006
15.2344	1.19656e-005
15.625	5.72835e-006
16.0156	3.34936e-006
16.4063	3.12511e-006
16.7969	7.32319e-006
17.1875	7.53121e-006
17.5781	5.20649e-006
17.9688	2.22083e-006
18.3594	6.03416e-006
18.75	2.84107e-006
19.1406	3.87367e-006
19.5313	7.81731e-006
19.9219	5.42252e-006
20.3125	7.01545e-006
20.7031	8.98636e-006
21.0938	2.35811e-006
21.4844	7.02468e-006
21.875	2.02568e-005
22.2656	1.42056e-005
22.6563	1.74352e-006
23.0469	1.90847e-006
23.4375	1.25189e-005
23.8281	1.04488e-005
24.2188	7.31724e-006
24.6094	9.4081e-006
25	6.73061e-006
25.3906	9.26054e-006
25.7813	7.45263e-006
26.1719	5.00538e-006
26.5625	5.62139e-006
26.9531	1.35103e-005
27.3438	1.35103e-005
27.7344	1.77226e-005
28.125	1.28931e-005
28.5156	5.92798e-006
28.9063	9.64987e-006
29.2969	3.62935e-006
29.6875	9.77779e-006
30.0781	1.0197e-005
30.4688	8.18934e-006
30.8594	1.40529e-005
31.25	1.20115e-005
31.6406	4.93709e-006
32.0313	1.92308e-005
32.4219	2.99937e-005
32.8125	1.17836e-005
33.2031	1.11311e-005
33.5938	2.15621e-005
33.9844	2.71844e-005
34.375	2.52753e-005
34.7656	1.87114e-005
35.1563	6.55317e-006
35.5469	8.41432e-006
35.9375	5.88318e-006
36.3281	5.91714e-006
36.7188	1.28418e-005
37.1094	5.64439e-006
37.5	5.04848e-006
37.8906	9.25775e-006
38.2813	1.03724e-005
38.6719	7.05308e-006
39.0625	3.68561e-006
39.4531	1.50508e-006
39.8438	1.11735e-006
40.2344	5.55612e-006
40.625	6.42759e-006
41.0156	3.65075e-006
41.4063	3.47303e-006
41.7969	7.43109e-006
42.1875	4.59694e-006
42.5781	4.74097e-006
42.9688	4.39738e-006
43.3594	3.98615e-007
43.75	3.52402e-006
44.1406	4.8694e-006
44.5313	3.10965e-006
44.9219	2.88333e-006
45.3125	1.01122e-005
45.7031	2.84708e-006
46.0938	1.28632e-005
46.4844	1.15819e-005
46.875	4.48507e-006
47.2656	5.61216e-006
47.6563	6.89658e-006
48.0469	5.24081e-006
48.4375	4.94962e-006
48.8281	3.19549e-006
49.2188	2.82229e-006
49.6094	1.51574e-005
50	2.81141e-005
50.3906	1.2251e-005
50.7813	3.80334e-006
51.1719	5.63192e-006
51.5625	4.91881e-006
51.9531	2.51352e-006
52.3438	1.29087e-006
52.7344	2.74255e-006
53.125	4.8009e-006
53.5156	7.38415e-006
53.9063	8.86632e-006
54.2969	7.06858e-006
54.6875	3.84575e-006
55.0781	2.41609e-006
55.4688	7.06038e-006
55.8594	8.68518e-006
56.25	5.76853e-006
56.6406	3.23588e-006
57.0313	2.9604e-006
57.4219	2.97999e-006
57.8125	5.87858e-006
58.2031	5.91819e-006
58.5938	6.00595e-006
58.9844	6.8431e-006
59.375	5.16346e-006
59.7656	6.05563e-006
60.1563	2.56906e-006
60.5469	2.70104e-006
60.9375	7.08912e-006
61.3281	6.69036e-006
61.7188	7.42124e-006
62.1094	5.99927e-006
62.5	4.10745e-006
62.8906	3.79681e-006
63.2813	1.46587e-006
63.6719	1.84208e-006
64.0625	2.21939e-006
64.4531	4.62144e-006
64.8438	5.70553e-006
65.2344	1.83725e-006
65.625	3.4422e-006
66.0156	3.9947e-006
66.4063	4.58476e-006
66.7969	6.32048e-006
67.1875	9.2957e-006
67.5781	6.79834e-006
67.9688	5.48911e-006
68.3594	1.53802e-006
68.75	2.88617e-006
69.1406	4.60779e-006
69.5313	4.74611e-006
69.9219	3.41552e-006
70.3125	4.92954e-006
70.7031	4.51004e-006
71.0938	1.45443e-007
71.4844	5.54489e-006
71.875	7.41232e-006
72.2656	2.82981e-006
72.6563	6.85318e-006
73.0469	4.12623e-006
73.4375	5.39045e-006
73.8281	1.29031e-005
74.2188	9.13311e-006
74.6094	1.7781e-006
75	2.80273e-006
75.3906	5.3766e-006
75.7813	2.79362e-006
76.1719	1.35384e-006
76.5625	5.48456e-006
76.9531	6.9962e-006
