	X:1
sec	Real, N
0	0.000243913
0.0003125	7.11661e-005
0.000625	-4.48885e-005
0.0009375	-0.000161905
0.00125	-5.81996e-005
0.0015625	0.000279297
0.001875	-0.000240951
0.0021875	-2.03285e-005
0.0025	-0.000219357
0.0028125	-3.15837e-005
0.003125	0.000170718
0.0034375	0.000281174
0.00375	0.000277483
0.0040625	4.33554e-005
0.004375	0.000316836
0.0046875	0.000545753
0.005	0.000570876
0.0053125	0.000359283
0.005625	0.000546017
0.0059375	0.000470834
0.00625	0.000291987
0.0065625	0.000353787
0.006875	0.000228642
0.0071875	0.000400881
0.0075	0.000177191
0.0078125	0.000371246
0.008125	0.000160596
0.0084375	-0.0002715
0.00875	0.000149921
0.0090625	2.27522e-005
0.009375	0.000422807
0.0096875	0.000198923
0.01	7.9857e-005
0.0103125	0.000219158
0.010625	9.68596e-005
0.0109375	0.000130297
0.01125	0.000231398
0.0115625	4.56201e-005
0.011875	-0.000139933
0.0121875	0.00016341
0.0125	7.82206e-005
0.0128125	1.0518e-005
0.013125	-3.62175e-005
0.0134375	1.86927e-005
0.01375	0.000333549
0.0140625	0.000301249
0.014375	0.000464474
0.0146875	0.000635214
0.015	0.000484892
0.0153125	0.000506018
0.015625	0.000602709
0.0159375	0.000450035
0.01625	0.000485976
0.0165625	0.000388423
0.016875	0.000574951
0.0171875	0.000399946
0.0175	0.000225042
0.0178125	0.000270693
0.018125	0.000133737
0.0184375	0.000226342
0.01875	0.000272095
0.0190625	0.000148467
0.019375	0.000183387
0.0196875	0.000192156
0.02	9.36799e-005
0.0203125	0.000242023
0.020625	0.000191031
0.0209375	0.000137586
0.02125	0.00014811
0.0215625	3.03102e-005
0.021875	2.79479e-005
0.0221875	6.15826e-005
0.0225	-0.000201876
0.0228125	-1.70938e-005
0.023125	2.66041e-005
0.0234375	-2.8139e-005
0.02375	0.000192855
0.0240625	8.64142e-005
0.024375	0.00049624
0.0246875	0.000549781
0.025	0.000506264
0.0253125	0.000401542
0.025625	0.0004379
0.0259375	0.000226635
0.02625	0.000459741
0.0265625	0.000135889
0.026875	0.000373134
0.0271875	7.1765e-005
0.0275	0.000158838
0.0278125	0.000118412
0.028125	-9.16733e-005
0.0284375	4.06875e-005
0.02875	-6.75251e-005
0.0290625	0.000196236
0.029375	0.000152126
0.0296875	4.12604e-005
0.03	8.58166e-005
0.0303125	0.000258552
0.030625	0.000112951
0.0309375	0.000114305
0.03125	0.000293022
0.0315625	2.59423e-005
0.031875	-1.98886e-006
0.0321875	0.000143062
0.0325	-0.000157394
0.0328125	0.000218185
0.033125	0.000195949
0.0334375	0.000105027
0.03375	0.000289251
0.0340625	9.54501e-005
0.034375	0.000573128
0.0346875	0.000409272
0.035	0.000632696
0.0353125	0.000766504
0.035625	0.000515884
0.0359375	0.000405845
0.03625	0.000305535
0.0365625	0.000640843
0.036875	0.000110168
0.0371875	0.000505858
0.0375	0.000343616
0.0378125	0.0001949
0.038125	0.000226967
0.0384375	0.000279165
0.03875	-3.86123e-006
0.0390625	7.37939e-005
0.039375	-4.71561e-006
0.0396875	0.000195816
0.04	0.000317249
0.0403125	0.000114219
0.040625	0.000137159
0.0409375	9.20887e-005
0.04125	0.000177777
0.0415625	-0.000110026
0.041875	-2.65819e-005
0.0421875	-0.000481109
0.0425	-0.000324166
0.0428125	-0.000102913
0.043125	-0.000177991
0.0434375	-3.87151e-005
0.04375	0.000333843
0.0440625	0.000287646
0.044375	0.000383634
0.0446875	0.000510239
0.045	0.000483635
0.0453125	0.000527896
0.045625	0.000525788
0.0459375	0.000354841
0.04625	0.000384441
0.0465625	0.000287132
0.046875	0.000353661
0.0471875	0.000319284
0.0475	2.6262e-005
0.0478125	7.0844e-005
0.048125	0.000468755
0.0484375	0.000298598
0.04875	0.000143092
0.0490625	0.000343754
0.049375	0.000265359
0.0496875	-0.000133183
0.05	0.000176959
0.0503125	0.000365643
0.050625	-1.4091e-005
0.0509375	-5.20878e-005
0.05125	0.000206578
0.0515625	-2.8903e-005
0.051875	-4.02643e-005
0.0521875	0.000201787
0.0525	0.000159093
0.0528125	0.000271613
0.053125	0.00027772
0.0534375	0.000392964
0.05375	0.000544854
0.0540625	0.000824575
0.054375	0.000733971
0.0546875	0.000677356
0.055	0.000757709
0.0553125	0.000698
0.055625	0.000585963
0.0559375	0.000398374
0.05625	0.000661043
0.0565625	0.000463723
0.056875	0.000521166
0.0571875	0.000333995
0.0575	0.000551477
0.0578125	0.000381066
0.058125	0.000187508
0.0584375	0.000143504
0.05875	0.000145178
0.0590625	9.87066e-005
0.059375	0.000149708
0.0596875	0.00031952
0.06	0.000236418
0.0603125	-6.18248e-005
0.060625	0.000267868
0.0609375	0.000297747
0.06125	-0.000180308
0.0615625	0.000155077
0.061875	1.02296e-005
0.0621875	-9.60865e-005
0.0625	-3.40119e-005
0.0628125	4.63386e-005
0.063125	0.000355578
0.0634375	0.000581704
0.06375	0.000424761
0.0640625	0.00051511
0.064375	0.00066109
0.0646875	0.000730447
0.065	0.000872026
0.0653125	0.000462584
0.065625	0.000651031
0.0659375	0.0005519
0.06625	0.000429064
0.0665625	0.000440466
0.066875	0.000166126
0.0671875	7.72442e-005
0.0675	0.000244161
0.0678125	0.000370084
0.068125	0.000286718
0.0684375	0.000132216
0.06875	0.000305888
0.0690625	0.000223309
0.069375	-6.53238e-005
0.0696875	-6.27534e-006
0.07	0.000261452
0.0703125	-6.53896e-005
0.070625	7.57197e-005
0.0709375	-7.80115e-005
0.07125	3.04021e-005
0.0715625	-9.38577e-005
