	S:1
Hz	Magnitude, N
0	0.000442403
0.390625	0.000447034
0.78125	0.000133176
1.17188	8.55106e-005
1.5625	6.18337e-005
1.95313	1.41704e-005
2.34375	1.68072e-005
2.73438	1.44095e-005
3.125	1.55061e-005
3.51563	2.32536e-005
3.90625	2.13171e-005
4.29688	1.12605e-005
4.6875	4.56565e-006
5.07813	4.88138e-006
5.46875	1.53856e-005
5.85938	1.93757e-005
6.25	2.23062e-006
6.64063	9.58618e-006
7.03125	3.27286e-006
7.42188	1.33122e-005
7.8125	1.50803e-005
8.20313	9.60987e-006
8.59375	2.33246e-006
8.98438	8.45077e-006
9.375	1.50278e-005
9.76563	1.158e-005
10.1563	9.98531e-006
10.5469	1.27441e-005
10.9375	1.58852e-005
11.3281	1.23654e-005
11.7188	3.74471e-006
12.1094	1.46455e-005
12.5	1.78083e-005
12.8906	1.49743e-005
13.2813	8.22516e-006
13.6719	8.26159e-006
14.0625	3.53735e-006
14.4531	4.55609e-006
14.8438	5.59288e-006
15.2344	4.59637e-006
15.625	5.10081e-006
16.0156	3.52588e-006
16.4063	2.53373e-006
16.7969	3.89125e-006
17.1875	4.70654e-006
17.5781	5.98705e-006
17.9688	9.47153e-006
18.3594	5.86136e-006
18.75	2.0516e-006
19.1406	7.14352e-006
19.5313	1.2841e-005
19.9219	1.12273e-005
20.3125	6.89231e-006
20.7031	4.1308e-006
21.0938	8.13033e-006
21.4844	4.47257e-006
21.875	3.13047e-005
22.2656	6.1218e-005
22.6563	3.24109e-005
23.0469	5.59509e-006
23.4375	3.04678e-006
23.8281	3.99918e-006
24.2188	1.55043e-005
24.6094	1.68628e-005
25	3.76332e-006
25.3906	2.3278e-006
25.7813	4.33979e-006
26.1719	5.85862e-006
26.5625	6.65743e-006
26.9531	1.97786e-006
27.3438	9.46733e-006
27.7344	5.56488e-006
28.125	6.28214e-006
28.5156	8.17671e-006
28.9063	6.43498e-006
29.2969	3.73369e-006
29.6875	7.69209e-006
30.0781	1.53015e-005
30.4688	6.45519e-006
30.8594	5.81391e-006
31.25	9.59035e-006
31.6406	9.73894e-006
32.0313	9.4596e-006
32.4219	1.5402e-005
32.8125	3.7454e-006
33.2031	6.90832e-006
33.5938	4.11158e-006
33.9844	7.62865e-006
34.375	8.56291e-006
34.7656	7.81425e-006
35.1563	1.22377e-005
35.5469	6.97288e-006
35.9375	1.74167e-006
36.3281	1.11808e-005
36.7188	1.24012e-005
37.1094	7.08517e-006
37.5	3.28589e-006
37.8906	8.72032e-006
38.2813	7.96906e-006
38.6719	7.26877e-006
39.0625	2.97633e-006
39.4531	2.6426e-006
39.8438	5.90505e-006
40.2344	8.74037e-006
40.625	1.02481e-005
41.0156	8.71393e-006
41.4063	6.36756e-006
41.7969	2.55653e-006
42.1875	4.09745e-006
42.5781	5.14665e-006
42.9688	6.30824e-006
43.3594	2.48636e-006
43.75	3.69572e-006
44.1406	6.97997e-006
44.5313	3.67749e-006
44.9219	3.60311e-006
45.3125	2.04356e-006
45.7031	7.24672e-006
46.0938	9.22615e-006
46.4844	3.04362e-006
46.875	9.33954e-007
47.2656	5.87e-006
47.6563	8.14929e-006
48.0469	3.77458e-006
48.4375	3.68234e-006
48.8281	3.70594e-006
49.2188	9.47518e-006
49.6094	4.17936e-006
50	2.08418e-005
50.3906	2.13489e-005
50.7813	5.59216e-006
51.1719	3.45012e-006
51.5625	6.24289e-006
51.9531	4.56039e-006
52.3438	1.07243e-006
52.7344	3.26252e-006
53.125	7.20965e-006
53.5156	1.01313e-006
53.9063	3.92014e-006
54.2969	5.48786e-006
54.6875	4.93831e-006
55.0781	2.28293e-006
55.4688	1.81996e-006
55.8594	2.5406e-006
56.25	2.61906e-006
56.6406	3.15843e-006
57.0313	2.74726e-006
57.4219	2.0647e-006
57.8125	1.19779e-006
58.2031	3.08713e-006
58.5938	5.19927e-006
58.9844	3.90368e-006
59.375	6.94274e-006
59.7656	5.71457e-006
60.1563	3.81319e-006
60.5469	1.54514e-006
60.9375	2.37567e-006
61.3281	3.89219e-006
61.7188	4.75537e-006
62.1094	3.58736e-006
62.5	2.01038e-006
62.8906	3.8402e-006
63.2813	3.5822e-006
63.6719	2.16083e-006
64.0625	2.57059e-006
64.4531	3.5567e-006
64.8438	3.2947e-006
65.2344	3.78181e-006
65.625	5.3274e-006
66.0156	4.50563e-006
66.4063	4.16418e-006
66.7969	2.87351e-006
67.1875	1.95645e-006
67.5781	3.82799e-006
67.9688	2.48099e-006
68.3594	2.87155e-006
68.75	3.04851e-006
69.1406	5.5445e-006
69.5313	3.0432e-006
69.9219	2.5924e-006
70.3125	3.679e-006
70.7031	5.73282e-006
71.0938	3.93488e-006
71.4844	3.47602e-006
71.875	1.85181e-006
72.2656	3.71274e-006
72.6563	2.5133e-006
73.0469	4.1672e-006
73.4375	4.32348e-006
73.8281	6.0102e-006
74.2188	7.02118e-006
74.6094	5.73909e-006
75	2.13631e-006
75.3906	6.75915e-007
75.7813	2.52847e-006
76.1719	1.40843e-006
76.5625	2.96523e-006
76.9531	2.54975e-006
77.3438	5.0404e-006
77.7344	4.26451e-006
78.125	3.19271e-006
78.5156	2.86811e-006
78.9063	2.8657e-006
79.2969	2.76384e-006
79.6875	3.51552e-006
80.0781	2.75372e-006
80.4688	1.16238e-006
80.8594	6.32539e-007
81.25	5.51521e-006
81.6406	6.13526e-006
82.0313	3.7521e-006
82.4219	4.93568e-006
82.8125	6.34674e-006
83.2031	5.92479e-006
83.5938	4.43377e-006
83.9844	3.08947e-006
84.375	1.89896e-006
84.7656	4.29543e-006
85.1563	1.68036e-006
85.5469	4.10369e-006
85.9375	4.23991e-006
86.3281	2.14394e-006
86.7188	3.7629e-006
87.1094	2.26254e-006
87.5	1.48319e-006
87.8906	4.53274e-006
88.2813	2.08423e-006
88.6719	1.41364e-006
89.0625	3.28642e-006
89.4531	3.3616e-006
89.8438	1.06789e-006
90.2344	2.39072e-006
90.625	4.61634e-006
91.0156	1.16119e-005
91.4063	5.04345e-006
91.7969	5.42356e-006
92.1875	2.15915e-006
92.5781	5.5015e-006
92.9688	6.65148e-006
93.3594	3.34521e-006
93.75	2.58691e-006
94.1406	3.772e-006
94.5313	5.6419e-006
94.9219	6.67237e-006
95.3125	5.41934e-006
95.7031	8.78133e-006
96.0938	4.33319e-006
96.4844	3.95838e-006
96.875	2.55663e-006
97.2656	6.11492e-006
97.6563	1.12007e-005
98.0469	7.32593e-006
98.4375	3.23894e-005
98.8281	5.63196e-005
99.2188	0.0002181
99.6094	0.0027256
100	0.00814652
100.391	0.00579303
100.781	0.000523886
101.172	0.000102431
101.563	3.79635e-005
101.953	1.58831e-005
102.344	1.34519e-005
102.734	6.78278e-006
103.125	5.72732e-006
103.516	3.29392e-006
103.906	6.83058e-006
104.297	4.20485e-006
104.688	2.22991e-006
105.078	2.47492e-006
105.469	6.31321e-006
105.859	2.97577e-006
106.25	2.21218e-006
106.641	4.08429e-006
107.031	2.17334e-006
107.422	2.94452e-006
107.813	4.38608e-006
108.203	4.32789e-006
108.594	1.13027e-006
108.984	4.88655e-006
109.375	5.47724e-006
109.766	5.4306e-006
110.156	2.95654e-006
110.547	5.29717e-006
110.938	5.82618e-006
111.328	3.19969e-006
111.719	4.2372e-006
112.109	4.03554e-006
112.5	2.13765e-006
112.891	3.78605e-006
113.281	4.94759e-006
113.672	5.97787e-006
114.063	3.84906e-006
114.453	4.92649e-006
114.844	3.47616e-006
115.234	2.28354e-006
115.625	5.67433e-006
116.016	6.19984e-006
116.406	5.56944e-006
116.797	5.69984e-006
117.188	4.4048e-006
117.578	4.73003e-006
117.969	2.68451e-006
118.359	5.8784e-007
118.75	3.51218e-006
119.141	4.19841e-006
119.531	4.47034e-006
119.922	3.80706e-006
120.313	2.14142e-006
120.703	3.64547e-006
121.094	3.0444e-006
121.484	4.56702e-006
121.875	4.81842e-006
122.266	1.67466e-006
122.656	2.66765e-006
123.047	5.56647e-006
123.438	3.48665e-006
123.828	4.10818e-006
124.219	3.24566e-006
124.609	4.66697e-006
125	4.86666e-006
125.391	1.53355e-006
125.781	8.36734e-007
126.172	4.55314e-006
126.563	8.73133e-006
126.953	6.36644e-006
127.344	2.90314e-006
127.734	3.63352e-006
128.125	3.17612e-006
128.516	2.58698e-006
128.906	4.43369e-006
129.297	5.04542e-006
129.688	6.15472e-006
130.078	3.21876e-006
130.469	3.97505e-006
130.859	2.18336e-006
131.25	1.17863e-006
131.641	1.47181e-006
132.031	5.23337e-006
132.422	4.83663e-006
132.813	7.58862e-007
133.203	3.19837e-006
133.594	4.44106e-006
133.984	3.67661e-006
134.375	3.60846e-006
134.766	1.56025e-006
135.156	1.62156e-006
135.547	1.4861e-006
135.938	2.44087e-006
136.328	3.04202e-006
136.719	2.24399e-006
137.109	2.77646e-006
137.5	4.62827e-006
137.891	3.60583e-006
138.281	1.84176e-006
138.672	1.39402e-006
139.063	2.04437e-006
139.453	2.2414e-006
139.844	9.4648e-007
140.234	1.4903e-006
140.625	2.6597e-006
141.016	3.47054e-006
141.406	2.58249e-006
141.797	2.09586e-006
142.188	4.9075e-006
142.578	3.35535e-006
142.969	2.10136e-006
143.359	2.06191e-006
143.75	3.17646e-006
144.141	2.74797e-006
144.531	1.77999e-006
144.922	3.70666e-006
145.313	4.15891e-006
145.703	2.00367e-006
146.094	1.58199e-006
146.484	4.68589e-006
146.875	4.06213e-006
147.266	3.84235e-006
147.656	4.24506e-006
148.047	4.75973e-006
148.438	1.9841e-006
148.828	8.56968e-006
149.219	1.28578e-005
149.609	0.000138458
150	0.000522562
150.391	0.000440005
150.781	5.87642e-005
151.172	1.57279e-005
151.563	5.30024e-006
151.953	2.62985e-006
152.344	3.77897e-006
152.734	5.89856e-006
153.125	2.89234e-006
153.516	9.24243e-007
153.906	2.1065e-006
154.297	4.08759e-006
154.688	6.44679e-006
155.078	4.01509e-006
155.469	5.22733e-006
155.859	4.42317e-006
156.25	3.21229e-006
156.641	1.78461e-006
157.031	1.0612e-006
157.422	1.59712e-006
157.813	4.21563e-006
158.203	3.54559e-006
158.594	1.90716e-006
158.984	2.27336e-006
159.375	5.01784e-006
159.766	9.61504e-006
160.156	5.55868e-006
160.547	5.96997e-007
160.938	3.12851e-006
161.328	5.86989e-006
161.719	5.22905e-006
162.109	4.61043e-006
162.5	5.10286e-006
162.891	3.56099e-006
163.281	5.85429e-006
163.672	5.35091e-006
164.063	4.58723e-006
164.453	4.32537e-006
164.844	1.21218e-006
165.234	2.07595e-006
165.625	3.16059e-006
166.016	2.4083e-006
166.406	1.93667e-006
166.797	1.79488e-006
167.188	3.31564e-006
167.578	2.59393e-006
167.969	1.56045e-006
168.359	4.47344e-006
168.75	3.45387e-006
169.141	2.47421e-006
169.531	4.86264e-006
169.922	2.05588e-006
170.313	3.35946e-006
170.703	2.62921e-006
171.094	3.2095e-006
171.484	3.82059e-006
171.875	5.10556e-006
172.266	5.80194e-006
172.656	3.17326e-006
173.047	1.4819e-006
173.438	3.03263e-006
173.828	1.60781e-006
174.219	2.52782e-006
174.609	2.96397e-006
175	3.69191e-006
175.391	1.59175e-006
175.781	2.39241e-006
176.172	3.14717e-006
176.563	2.67512e-006
176.953	4.33333e-006
177.344	4.14878e-006
177.734	5.99782e-006
178.125	6.65901e-006
178.516	5.05207e-006
178.906	2.00271e-006
179.297	3.24353e-006
179.688	3.86239e-006
180.078	8.81782e-007
180.469	4.02403e-006
180.859	1.24028e-006
181.25	2.25424e-006
181.641	3.57312e-006
182.031	2.53416e-006
182.422	2.92429e-006
182.813	3.18121e-006
183.203	1.13662e-006
183.594	2.96608e-006
183.984	4.11972e-006
184.375	7.93795e-006
184.766	5.19696e-006
185.156	1.71725e-006
185.547	2.13645e-006
185.938	2.499e-006
186.328	4.33761e-006
186.719	2.09836e-006
187.109	5.63009e-006
187.5	2.35244e-006
187.891	4.19466e-006
188.281	2.69309e-006
188.672	2.03811e-006
189.063	1.78373e-006
189.453	3.97894e-006
189.844	7.45605e-006
190.234	9.6733e-006
190.625	7.20627e-006
191.016	9.40915e-006
191.406	5.82232e-006
191.797	2.60622e-006
192.188	2.90063e-006
192.578	3.55909e-006
192.969	6.59197e-006
193.359	7.00591e-006
193.75	3.54211e-006
194.141	3.38618e-006
194.531	3.64559e-006
194.922	4.62013e-007
195.313	4.81653e-006
195.703	4.14442e-006
196.094	1.57509e-006
196.484	5.03698e-007
196.875	5.5897e-006
197.266	7.16465e-006
197.656	8.37595e-006
198.047	1.04484e-005
198.438	1.53122e-005
198.828	4.15976e-005
199.219	0.000127929
199.609	0.00084736
200	0.00420738
200.391	0.0041704
200.781	0.000826321
201.172	0.000111153
201.563	4.54939e-005
201.953	1.27309e-005
202.344	1.47831e-005
202.734	4.95246e-006
203.125	1.23667e-006
203.516	1.66177e-006
203.906	3.99327e-006
204.297	3.77183e-006
204.688	2.63533e-006
205.078	5.99765e-006
205.469	5.58958e-006
205.859	4.25079e-006
206.25	1.26526e-006
206.641	1.73532e-006
207.031	1.72618e-006
207.422	3.10716e-006
207.813	3.2348e-006
208.203	1.93694e-006
208.594	7.58864e-007
208.984	2.38252e-006
209.375	2.33987e-006
209.766	4.4618e-006
210.156	4.37141e-006
210.547	5.47443e-006
210.938	4.6272e-006
211.328	1.7931e-006
211.719	5.16863e-006
212.109	7.83271e-006
212.5	3.33132e-006
212.891	4.60202e-006
213.281	3.55682e-006
213.672	9.54207e-007
214.063	1.99472e-006
214.453	4.13991e-006
214.844	3.36533e-006
215.234	5.67424e-006
215.625	7.70106e-006
216.016	5.20701e-006
216.406	3.04366e-006
216.797	5.19911e-006
217.188	1.46468e-006
217.578	2.09068e-006
217.969	2.37578e-006
218.359	5.58708e-006
218.75	6.03214e-006
219.141	2.43341e-006
219.531	2.12333e-006
219.922	3.78595e-006
220.313	1.53404e-006
220.703	3.02941e-006
221.094	3.68659e-006
221.484	4.13134e-006
221.875	9.59474e-007
222.266	2.21317e-006
222.656	5.26909e-006
223.047	6.77084e-006
223.438	3.55363e-006
223.828	2.61092e-006
224.219	5.1365e-006
224.609	3.50581e-006
225	2.7388e-006
225.391	1.26227e-006
225.781	6.00072e-006
226.172	3.70629e-006
226.563	1.95609e-006
226.953	1.51796e-006
227.344	4.05117e-006
227.734	2.23375e-006
228.125	4.37066e-006
228.516	4.29187e-006
228.906	1.0814e-006
229.297	1.1233e-006
229.688	3.22751e-006
230.078	4.27392e-006
230.469	2.95075e-006
230.859	1.95337e-006
231.25	2.94644e-007
231.641	2.46316e-006
232.031	3.77207e-006
232.422	5.5178e-006
232.813	5.25631e-006
233.203	1.32097e-006
233.594	4.90177e-006
233.984	1.40356e-006
234.375	4.33617e-006
234.766	2.00217e-006
235.156	4.05126e-006
235.547	5.28667e-006
235.938	3.24331e-006
236.328	3.32517e-006
236.719	1.32613e-006
237.109	6.22774e-006
237.5	6.93381e-006
237.891	2.3737e-006
238.281	2.41344e-006
238.672	1.42627e-006
239.063	5.23495e-007
239.453	9.62166e-007
239.844	2.79914e-006
240.234	3.74888e-006
240.625	3.79784e-006
241.016	3.79011e-006
241.406	4.71886e-006
241.797	2.03248e-006
242.188	1.10874e-006
242.578	2.27284e-006
242.969	3.25877e-006
243.359	2.56322e-006
243.75	2.66169e-006
244.141	9.62868e-007
244.531	1.52056e-006
244.922	3.79749e-006
245.313	2.99727e-006
245.703	2.10054e-006
246.094	5.33585e-006
246.484	2.62007e-006
246.875	3.82987e-006
247.266	2.24523e-006
247.656	8.09979e-006
248.047	3.61425e-006
248.438	1.73976e-005
248.828	3.20457e-005
249.219	8.77206e-005
249.609	0.000493103
250	0.00341211
250.391	0.00399297
250.781	0.00104235
251.172	0.000109312
251.563	3.91916e-005
251.953	1.54802e-005
252.344	1.05483e-005
252.734	4.90817e-006
253.125	5.59863e-006
253.516	1.87006e-006
253.906	2.89956e-006
254.297	6.18737e-006
254.688	2.3373e-006
255.078	1.76467e-006
255.469	3.36969e-006
255.859	1.09639e-006
256.25	5.2707e-007
256.641	5.39757e-007
257.031	1.07587e-006
257.422	3.63625e-006
257.813	2.29854e-006
258.203	9.41745e-007
258.594	2.1397e-006
258.984	6.34327e-007
259.375	2.59521e-006
259.766	6.91045e-006
260.156	8.70171e-006
260.547	5.87257e-006
260.938	4.48165e-006
261.328	1.79514e-006
261.719	2.40552e-006
262.109	2.16187e-006
262.5	3.29428e-006
262.891	4.90202e-006
263.281	3.0917e-006
263.672	1.30004e-006
264.063	4.50953e-006
264.453	8.59794e-006
264.844	7.65271e-006
265.234	3.74263e-006
265.625	1.19962e-006
266.016	1.14795e-006
266.406	3.33544e-006
266.797	3.14036e-006
267.188	2.69769e-006
267.578	2.35193e-006
267.969	7.60081e-007
268.359	3.93255e-006
268.75	4.97044e-006
269.141	2.53682e-006
269.531	9.37079e-007
269.922	3.66762e-006
270.313	7.78297e-006
270.703	6.96946e-006
271.094	6.68915e-006
271.484	5.83881e-006
271.875	5.98094e-006
272.266	1.00994e-005
272.656	8.95787e-006
273.047	2.91233e-006
273.438	1.76528e-006
273.828	5.55209e-006
274.219	4.74759e-006
274.609	6.47621e-006
275	5.35993e-006
275.391	2.54157e-006
275.781	2.37669e-006
276.172	4.10987e-006
276.563	3.44172e-006
276.953	4.1416e-006
277.344	7.4056e-006
277.734	9.28967e-006
278.125	9.17073e-006
278.516	3.52467e-006
278.906	2.30078e-006
279.297	1.49226e-006
279.688	2.07466e-006
280.078	2.27559e-006
280.469	3.87706e-006
280.859	4.97132e-006
281.25	3.62077e-006
281.641	1.86585e-006
282.031	3.34112e-006
282.422	5.37423e-006
282.813	3.22044e-006
283.203	3.19754e-006
283.594	3.91115e-006
283.984	2.89993e-006
284.375	3.40805e-006
284.766	2.3631e-006
285.156	2.25182e-006
285.547	4.74447e-006
285.938	1.81939e-006
286.328	6.99239e-006
286.719	7.51167e-006
287.109	2.72157e-006
287.5	3.91493e-006
287.891	2.09583e-006
288.281	4.14839e-006
288.672	2.80191e-006
289.063	2.47593e-006
289.453	2.37424e-006
289.844	8.99791e-007
290.234	4.10723e-006
290.625	3.36896e-006
291.016	2.63848e-006
291.406	2.88737e-006
291.797	5.08081e-006
292.188	6.74283e-006
292.578	4.06768e-006
292.969	1.10534e-006
293.359	2.35864e-006
293.75	3.54875e-006
294.141	5.70472e-006
294.531	8.64891e-006
294.922	7.05859e-006
295.313	6.46833e-006
295.703	4.4055e-006
296.094	6.09364e-006
296.484	4.91934e-006
296.875	2.51208e-006
297.266	6.53547e-006
297.656	7.14659e-006
298.047	7.20263e-006
298.438	2.31791e-005
298.828	3.05622e-005
299.219	0.000102653
299.609	0.000453531
300	0.00492524
300.391	0.0068135
300.781	0.00225038
301.172	0.000160654
301.563	5.02211e-005
301.953	2.61592e-005
302.344	1.3827e-005
302.734	7.76349e-006
303.125	1.67215e-006
303.516	9.44049e-006
303.906	2.09793e-006
304.297	5.60191e-006
304.688	3.63551e-006
305.078	3.46338e-006
305.469	3.63064e-006
305.859	2.59613e-006
306.25	1.89904e-006
306.641	3.84507e-006
307.031	3.535e-006
307.422	2.3843e-006
307.813	1.79202e-006
308.203	1.60319e-006
308.594	3.9454e-006
308.984	6.71092e-007
309.375	1.02517e-005
309.766	7.1081e-006
310.156	6.15039e-006
310.547	7.75254e-006
310.938	3.92323e-006
311.328	4.99005e-006
311.719	7.35358e-006
312.109	1.61567e-006
312.5	2.83875e-006
312.891	4.0453e-006
313.281	2.5499e-006
313.672	5.33529e-007
314.063	1.0685e-006
314.453	2.02414e-006
314.844	3.94978e-006
315.234	4.05079e-006
315.625	2.5254e-006
316.016	3.99691e-006
316.406	3.7348e-006
316.797	2.30586e-006
317.188	1.92003e-006
317.578	4.51566e-006
317.969	7.40628e-006
318.359	5.50396e-006
318.75	1.70756e-006
319.141	2.36636e-006
319.531	2.26691e-006
319.922	4.66279e-006
320.313	4.10319e-007
320.703	5.97667e-006
321.094	5.03198e-006
321.484	3.12031e-006
321.875	3.15762e-006
322.266	5.67059e-006
322.656	9.60522e-006
323.047	6.49325e-006
323.438	4.43048e-006
323.828	2.49214e-006
324.219	3.92659e-006
324.609	3.9375e-006
325	3.80522e-006
325.391	2.72666e-006
325.781	5.07101e-006
326.172	4.16203e-006
326.563	1.75748e-006
326.953	2.52967e-006
327.344	3.52752e-006
327.734	2.08343e-006
328.125	5.4057e-006
328.516	6.15495e-006
328.906	3.97278e-006
329.297	1.71829e-006
329.688	3.61921e-006
330.078	8.42943e-006
330.469	7.60197e-006
330.859	9.52149e-007
331.25	2.90159e-006
331.641	2.47606e-006
332.031	5.50272e-006
332.422	2.713e-006
332.813	2.83066e-006
333.203	1.25589e-006
333.594	1.89716e-006
333.984	4.49532e-006
334.375	2.09729e-006
334.766	4.63989e-006
335.156	4.2008e-006
335.547	3.35294e-006
335.938	8.31707e-007
336.328	3.69673e-006
336.719	2.82501e-006
337.109	2.07437e-006
337.5	2.0559e-006
337.891	2.44258e-006
338.281	7.66088e-007
338.672	2.06002e-007
339.063	7.24369e-007
