	S:1
Hz	Magnitude, N
0	0.00034044
0.390625	0.000341838
0.78125	9.23063e-005
1.17188	2.87732e-005
1.5625	2.23021e-005
1.95313	1.75307e-005
2.34375	3.38599e-006
2.73438	1.73516e-005
3.125	1.59171e-005
3.51563	2.76417e-005
3.90625	1.19875e-005
4.29688	2.67562e-005
4.6875	2.15159e-005
5.07813	1.01182e-005
5.46875	1.64293e-005
5.85938	1.30538e-005
6.25	5.58682e-006
6.64063	5.73758e-006
7.03125	9.01569e-006
7.42188	8.0222e-006
7.8125	5.06973e-006
8.20313	1.37203e-005
8.59375	1.55608e-005
8.98438	4.52576e-006
9.375	5.75556e-006
9.76563	2.67604e-006
10.1563	7.46901e-006
10.5469	1.63095e-005
10.9375	1.43732e-005
11.3281	1.10274e-005
11.7188	8.16736e-006
12.1094	4.6604e-006
12.5	6.17163e-006
12.8906	3.93772e-006
13.2813	9.87243e-006
13.6719	7.85807e-006
14.0625	8.49822e-006
14.4531	2.0494e-006
14.8438	1.55082e-006
15.2344	2.2992e-006
15.625	4.10865e-006
16.0156	6.77082e-006
16.4063	8.55915e-006
16.7969	2.99232e-006
17.1875	1.34623e-006
17.5781	2.24909e-006
17.9688	4.22098e-006
18.3594	9.44522e-006
18.75	8.00983e-006
19.1406	2.46557e-006
19.5313	1.11063e-005
19.9219	8.4508e-006
20.3125	5.13044e-006
20.7031	1.69312e-006
21.0938	6.72912e-006
21.4844	4.06793e-006
21.875	2.82957e-005
22.2656	5.54579e-005
22.6563	2.58159e-005
23.0469	9.4248e-006
23.4375	1.1924e-005
23.8281	9.93414e-006
24.2188	2.48163e-006
24.6094	5.63463e-006
25	6.72819e-006
25.3906	6.9814e-006
25.7813	5.17594e-006
26.1719	8.06503e-006
26.5625	5.08022e-006
26.9531	2.84952e-006
27.3438	1.95836e-006
27.7344	3.905e-006
28.125	2.88523e-006
28.5156	9.28566e-007
28.9063	2.98338e-006
29.2969	2.7356e-006
29.6875	7.60726e-006
30.0781	8.27564e-006
30.4688	3.20336e-006
30.8594	3.91644e-006
31.25	3.11551e-006
31.6406	3.7921e-006
32.0313	6.65076e-006
32.4219	1.81242e-005
32.8125	1.47879e-005
33.2031	8.26546e-006
33.5938	8.17257e-006
33.9844	1.12978e-005
34.375	7.09587e-006
34.7656	4.03269e-006
35.1563	8.01686e-006
35.5469	7.71985e-006
35.9375	4.16272e-006
36.3281	5.67372e-006
36.7188	9.30344e-006
37.1094	9.02533e-006
37.5	5.93228e-006
37.8906	2.72858e-006
38.2813	7.45022e-006
38.6719	5.91911e-006
39.0625	2.48795e-006
39.4531	2.63559e-006
39.8438	4.8633e-006
40.2344	4.67953e-006
40.625	5.67347e-006
41.0156	3.6119e-006
41.4063	1.75699e-006
41.7969	1.03824e-006
42.1875	8.95789e-007
42.5781	2.97278e-006
42.9688	3.82369e-006
43.3594	6.7916e-006
43.75	6.46129e-006
44.1406	1.46649e-006
44.5313	1.88653e-006
44.9219	3.26457e-006
45.3125	5.72298e-006
45.7031	1.44529e-005
46.0938	1.76994e-005
46.4844	9.19619e-006
46.875	3.11553e-006
47.2656	4.83825e-006
47.6563	5.4606e-006
48.0469	4.96567e-006
48.4375	5.71842e-006
48.8281	4.06308e-006
