	X:1
sec	Real, N
0	0.000406066
0.0003125	0.000282955
0.000625	8.90444e-005
0.0009375	0.00036192
0.00125	0.000553584
0.0015625	0.000307009
0.001875	0.000257986
0.0021875	0.000352368
0.0025	0.000407612
0.0028125	0.000430721
0.003125	0.000106098
0.0034375	0.000190841
0.00375	0.000301843
0.0040625	4.50019e-005
0.004375	0.000386756
0.0046875	0.000252483
0.005	0.000586996
0.0053125	0.000471553
0.005625	0.00050653
0.0059375	0.000586688
0.00625	0.000622468
0.0065625	0.000503215
0.006875	0.000601723
0.0071875	0.000565296
0.0075	0.000746245
0.0078125	0.000473301
0.008125	0.000402279
0.0084375	0.000541512
0.00875	0.000242826
0.0090625	0.000516338
0.009375	0.000312084
0.0096875	0.00035547
0.01	0.000470024
0.0103125	0.000438001
0.010625	0.000285214
0.0109375	0.000245128
0.01125	0.000359233
0.0115625	0.000424034
0.011875	0.000512094
0.0121875	0.000477288
0.0125	0.000736256
0.0128125	0.000374217
0.013125	0.00035762
0.0134375	0.000540013
0.01375	0.000289996
0.0140625	0.000345693
0.014375	0.000388294
0.0146875	0.000280169
0.015	0.000751409
0.0153125	0.000422522
0.015625	0.000228974
0.0159375	0.000291533
0.01625	0.000377304
0.0165625	0.000549548
0.016875	0.000477395
0.0171875	0.000657182
0.0175	0.000676659
0.0178125	0.000314069
0.018125	0.000428326
0.0184375	0.000507214
0.01875	0.000467016
0.0190625	0.000335088
0.019375	0.000512611
0.0196875	0.000381039
0.02	0.000379675
0.0203125	0.000403691
0.020625	0.000429854
0.0209375	0.000358683
0.02125	0.000249349
0.0215625	0.000401228
0.021875	0.000430285
0.0221875	0.000473466
0.0225	0.000199956
0.0228125	0.000245787
0.023125	0.000512002
0.0234375	0.000331602
0.02375	0.000408376
0.0240625	0.00031754
0.024375	0.000397732
0.0246875	0.00019349
0.025	0.000200371
0.0253125	0.000609222
0.025625	0.00052296
0.0259375	0.000333827
0.02625	0.00040784
0.0265625	0.000408367
0.026875	0.000153537
0.0271875	0.000149858
0.0275	0.000298496
0.0278125	0.000427793
0.028125	0.000395412
0.0284375	0.000395322
0.02875	0.000642451
0.0290625	0.000296199
0.029375	0.000525898
0.0296875	0.000352763
0.03	0.000432162
0.0303125	0.000558428
0.030625	0.000517463
0.0309375	0.000567026
0.03125	0.000632798
0.0315625	0.000296705
0.031875	0.000409997
0.0321875	0.00031567
0.0325	0.00040035
0.0328125	0.000575075
0.033125	0.000484098
0.0334375	0.00053776
0.03375	0.000537253
0.0340625	0.000491221
0.034375	0.00056075
0.0346875	0.000731438
0.035	0.000538132
0.0353125	0.000268526
0.035625	0.000433184
0.0359375	0.000737446
0.03625	0.000308201
0.0365625	0.000575457
0.036875	0.000511687
0.0371875	0.000382432
0.0375	0.000412229
0.0378125	0.000434519
0.038125	0.000501062
0.0384375	0.00049946
0.03875	0.000526459
0.0390625	0.000526151
0.039375	0.000372284
0.0396875	0.000481735
0.04	0.000468658
0.0403125	0.000376986
0.040625	0.000444798
0.0409375	0.000392223
0.04125	0.000629802
0.0415625	0.000603236
0.041875	0.000430125
0.0421875	0.000398594
0.0425	0.000662056
0.0428125	0.000313824
0.043125	0.000224865
0.0434375	0.000398304
0.04375	0.000571462
0.0440625	0.000295123
0.044375	0.000485011
0.0446875	0.000462314
0.045	0.000442554
0.0453125	0.00046665
0.045625	0.000330259
0.0459375	0.00041752
0.04625	0.000498115
0.0465625	0.000536032
0.046875	0.000540211
0.0471875	0.000844625
0.0475	0.000467613
0.0478125	0.000590005
0.048125	0.000457978
0.0484375	0.00042504
0.04875	0.00042137
0.0490625	0.000474978
0.049375	0.000594458
0.0496875	0.000372788
0.05	0.000544924
0.0503125	0.000262206
0.050625	0.000313862
0.0509375	0.000216857
0.05125	0.000388907
0.0515625	0.00053737
0.051875	0.000757715
0.0521875	0.000640685
0.0525	0.000705091
0.0528125	0.000622586
0.053125	0.000608173
0.0534375	0.000536396
0.05375	0.000407273
0.0540625	0.000663842
0.054375	0.000482603
