	S:1
Hz	Magnitude, N
0	0.000112246
0.390625	0.000387615
0.78125	0.000271613
1.17188	2.36068e-005
1.5625	1.63529e-005
1.95313	3.45054e-005
2.34375	3.38769e-005
2.73438	1.46915e-005
3.125	2.45674e-005
3.51563	1.0583e-005
3.90625	1.26119e-005
4.29688	1.81896e-005
4.6875	1.31491e-005
5.07813	9.58944e-006
5.46875	1.30479e-005
5.85938	1.59035e-005
6.25	1.0418e-005
6.64063	1.70089e-005
7.03125	1.92724e-005
7.42188	1.53186e-005
7.8125	6.39033e-006
8.20313	7.1446e-006
8.59375	2.86334e-006
8.98438	5.50812e-006
9.375	4.54329e-006
9.76563	2.08705e-005
10.1563	2.17535e-005
10.5469	1.55046e-005
10.9375	8.9198e-006
11.3281	1.68874e-006
11.7188	3.61743e-006
12.1094	8.88551e-006
12.5	8.25532e-006
12.8906	1.27012e-005
13.2813	6.29966e-006
13.6719	1.76379e-006
14.0625	1.24174e-005
14.4531	1.68596e-005
14.8438	6.48824e-006
15.2344	1.70866e-006
15.625	3.99061e-006
16.0156	4.48658e-006
16.4063	1.14062e-005
16.7969	1.13634e-005
17.1875	4.62129e-006
17.5781	7.1514e-006
17.9688	6.21069e-006
18.3594	5.76654e-006
18.75	3.8017e-006
19.1406	8.23285e-006
19.5313	5.10523e-006
19.9219	3.2903e-006
20.3125	7.26777e-007
20.7031	3.92391e-006
21.0938	4.36159e-006
21.4844	3.98081e-006
21.875	1.30852e-005
22.2656	1.54565e-005
22.6563	3.22668e-006
23.0469	3.51333e-006
23.4375	2.21893e-006
23.8281	6.45629e-006
24.2188	1.67949e-005
24.6094	1.67898e-005
25	1.21088e-005
25.3906	7.20106e-006
25.7813	6.96667e-006
26.1719	1.24979e-006
26.5625	4.07207e-006
26.9531	3.31727e-006
27.3438	4.50994e-006
27.7344	1.13938e-005
28.125	9.34676e-006
28.5156	9.30438e-006
28.9063	2.55813e-006
29.2969	5.59591e-006
29.6875	9.044e-006
30.0781	1.09181e-005
30.4688	3.87863e-006
30.8594	2.58901e-006
31.25	3.60355e-006
31.6406	5.00267e-006
32.0313	1.30632e-005
32.4219	1.78062e-005
32.8125	6.67192e-006
33.2031	2.31829e-006
33.5938	2.89574e-006
33.9844	1.46429e-005
34.375	1.23567e-005
34.7656	8.04734e-006
35.1563	1.8124e-006
35.5469	1.3186e-005
35.9375	1.37437e-005
36.3281	5.59167e-006
36.7188	8.93115e-006
37.1094	6.49819e-006
37.5	8.14582e-006
37.8906	1.01559e-005
38.2813	4.14871e-006
38.6719	5.21273e-006
39.0625	8.88409e-006
39.4531	7.50122e-006
39.8438	5.07013e-006
40.2344	3.99521e-006
40.625	4.04273e-006
41.0156	3.65002e-006
41.4063	3.50145e-006
41.7969	6.28048e-006
42.1875	4.0445e-006
42.5781	4.21503e-006
42.9688	2.9499e-006
43.3594	2.6888e-006
43.75	1.35592e-006
44.1406	5.59064e-006
44.5313	8.38963e-006
44.9219	3.16951e-006
45.3125	2.04112e-006
45.7031	4.80368e-006
46.0938	9.62343e-006
46.4844	1.15984e-005
46.875	6.246e-006
47.2656	8.51946e-007
47.6563	1.8952e-006
48.0469	2.55059e-006
48.4375	3.87249e-006
48.8281	2.39814e-006
49.2188	7.56022e-006
49.6094	3.96711e-006
50	3.65134e-006
50.3906	3.15009e-006
50.7813	3.70787e-006
51.1719	2.37272e-006
51.5625	6.62018e-006
51.9531	4.89253e-006
52.3438	2.92964e-006
52.7344	3.46156e-006
53.125	1.8146e-006
53.5156	7.1837e-006
53.9063	7.83935e-006
54.2969	8.07328e-007
54.6875	1.42582e-006
55.0781	2.9156e-006
55.4688	1.55359e-006
55.8594	1.01771e-006
56.25	1.8314e-006
56.6406	2.11476e-006
57.0313	1.30653e-006
57.4219	2.3649e-006
57.8125	3.80136e-006
58.2031	3.9678e-006
58.5938	2.94373e-006
58.9844	2.46359e-006
59.375	5.49169e-006
59.7656	7.5314e-006
60.1563	5.34252e-006
60.5469	6.37069e-006
60.9375	6.25764e-006
61.3281	3.33814e-006
61.7188	5.38668e-006
62.1094	5.51474e-006
62.5	2.04663e-006
62.8906	2.27746e-006
63.2813	4.10753e-006
63.6719	2.32899e-006
64.0625	2.41231e-006
64.4531	6.26213e-006
64.8438	6.03389e-006
65.2344	3.87397e-006
65.625	5.47488e-006
66.0156	7.75833e-006
66.4063	1.56413e-006
66.7969	2.73927e-006
67.1875	5.46941e-006
67.5781	5.85124e-006
67.9688	1.63142e-006
68.3594	5.49273e-006
68.75	3.87979e-006
69.1406	3.89767e-006
69.5313	1.53426e-006
69.9219	2.27819e-006
70.3125	4.9704e-006
70.7031	4.49018e-006
71.0938	4.04825e-006
71.4844	4.28282e-006
71.875	1.55372e-006
72.2656	6.07443e-006
72.6563	9.40671e-006
73.0469	3.62584e-006
73.4375	2.93351e-006
73.8281	1.88244e-006
74.2188	3.80235e-006
74.6094	2.20899e-006
75	4.05832e-007
75.3906	2.68474e-006
75.7813	9.92208e-007
76.1719	5.78124e-006
76.5625	7.23103e-006
76.9531	2.29592e-006
77.3438	3.2057e-006
77.7344	2.12121e-006
78.125	6.97937e-006
78.5156	4.2872e-006
78.9063	2.04713e-006
79.2969	3.44832e-006
79.6875	1.12313e-006
80.0781	6.06954e-006
80.4688	1.02907e-005
80.8594	1.05577e-005
81.25	6.91684e-006
81.6406	7.89388e-006
82.0313	4.10658e-006
82.4219	7.04045e-007
82.8125	2.8813e-006
83.2031	7.31712e-006
83.5938	7.02667e-006
83.9844	3.72247e-006
84.375	9.50047e-006
84.7656	7.41966e-006
85.1563	5.05346e-006
85.5469	2.52389e-006
85.9375	3.52844e-006
86.3281	4.34994e-006
86.7188	4.69006e-006
87.1094	4.3802e-006
87.5	2.65799e-006
87.8906	3.32241e-006
88.2813	6.35595e-006
88.6719	9.18888e-006
89.0625	7.97606e-006
89.4531	5.90072e-006
89.8438	5.73372e-006
90.2344	5.61926e-006
90.625	5.62146e-006
91.0156	4.46875e-006
91.4063	1.22557e-006
91.7969	2.1722e-007
92.1875	4.83037e-006
92.5781	6.01135e-006
92.9688	5.66693e-006
93.3594	5.54509e-006
93.75	3.88197e-006
94.1406	1.96275e-006
94.5313	2.9118e-006
94.9219	3.35847e-006
95.3125	3.69862e-006
95.7031	5.78538e-006
96.0938	2.98683e-006
96.4844	1.67094e-006
96.875	1.58047e-006
97.2656	5.88881e-006
97.6563	4.33932e-006
98.0469	2.49396e-006
98.4375	1.03928e-006
98.8281	3.78474e-006
99.2188	3.23161e-006
99.6094	4.05696e-007
100	2.06071e-006
100.391	1.95656e-006
100.781	3.31549e-006
101.172	2.78143e-006
101.563	3.34693e-006
101.953	4.49804e-006
102.344	4.91002e-006
102.734	4.87586e-006
103.125	3.80718e-006
103.516	3.0514e-006
103.906	4.01999e-006
104.297	4.15672e-006
104.688	2.32015e-006
105.078	3.29923e-006
105.469	3.62859e-006
105.859	1.27527e-006
106.25	6.10432e-006
106.641	6.0795e-006
107.031	2.17228e-006
107.422	7.00595e-006
107.813	3.66377e-006
108.203	3.75645e-006
108.594	1.27892e-007
108.984	3.91637e-006
109.375	3.50253e-006
109.766	5.57069e-006
110.156	2.41001e-006
110.547	1.17187e-006
110.938	2.7724e-006
111.328	3.17777e-006
111.719	1.80381e-006
112.109	1.09743e-006
112.5	2.5048e-006
112.891	4.18652e-006
113.281	1.42121e-006
113.672	3.79056e-006
114.063	3.93812e-006
114.453	3.28974e-006
114.844	2.3214e-006
115.234	2.36031e-006
115.625	3.68717e-006
116.016	4.87306e-006
116.406	6.2994e-006
116.797	6.14156e-006
117.188	3.26956e-006
117.578	2.921e-006
117.969	5.44823e-006
118.359	5.87289e-006
118.75	9.25623e-007
119.141	2.48518e-006
119.531	4.65118e-006
119.922	3.93088e-006
120.313	1.05009e-006
120.703	2.93188e-006
121.094	4.57612e-006
121.484	7.73771e-006
121.875	8.04816e-006
