	S:1
Hz	Magnitude, N
0	0.000338558
0.390625	0.000357386
0.78125	1.87569e-005
1.17188	1.68568e-005
1.5625	1.93628e-005
1.95313	9.29026e-006
2.34375	3.22224e-005
2.73438	2.33468e-005
3.125	1.41321e-005
3.51563	2.06651e-005
3.90625	5.11886e-006
4.29688	1.31961e-005
4.6875	2.28398e-005
5.07813	2.39439e-005
5.46875	1.87353e-005
5.85938	1.47302e-005
6.25	8.13271e-006
6.64063	4.99037e-006
7.03125	1.26819e-005
7.42188	1.19296e-005
7.8125	1.24292e-005
8.20313	5.99835e-006
8.59375	1.53894e-006
8.98438	4.87452e-006
9.375	1.11303e-005
9.76563	1.55809e-005
10.1563	6.12509e-006
10.5469	9.84641e-006
10.9375	6.34697e-006
11.3281	5.71373e-006
11.7188	1.12678e-005
12.1094	2.01618e-005
12.5	1.52705e-005
12.8906	4.19165e-006
13.2813	3.17734e-006
13.6719	3.33992e-006
14.0625	6.03843e-006
14.4531	1.69628e-006
14.8438	1.74196e-006
15.2344	9.19487e-006
15.625	8.14541e-006
16.0156	5.11792e-006
16.4063	7.80971e-006
16.7969	1.09559e-005
17.1875	1.13803e-005
17.5781	4.97903e-006
17.9688	7.82568e-006
18.3594	8.7733e-006
18.75	4.31636e-006
19.1406	3.14401e-006
19.5313	2.37285e-006
19.9219	2.25551e-006
20.3125	5.01569e-006
20.7031	6.37062e-006
21.0938	7.52767e-006
21.4844	1.31803e-005
21.875	2.27759e-005
22.2656	2.45588e-005
22.6563	1.53767e-005
23.0469	7.69328e-006
23.4375	6.49201e-006
23.8281	3.06506e-006
24.2188	1.49765e-005
24.6094	1.55955e-005
25	4.9648e-006
25.3906	7.85473e-006
25.7813	2.7769e-006
26.1719	3.30355e-006
26.5625	2.27752e-006
26.9531	1.98829e-006
27.3438	9.28674e-006
27.7344	9.32444e-006
28.125	6.94276e-006
28.5156	4.8412e-006
28.9063	7.47359e-006
29.2969	4.65395e-006
29.6875	4.84898e-006
30.0781	7.48959e-006
30.4688	6.0642e-006
30.8594	2.39169e-006
31.25	7.02102e-006
31.6406	1.12255e-005
32.0313	7.84297e-006
32.4219	4.57536e-006
32.8125	1.22515e-005
33.2031	1.51178e-005
33.5938	1.06364e-005
33.9844	5.39281e-006
34.375	2.50003e-006
34.7656	9.20195e-006
35.1563	1.22379e-005
35.5469	5.41348e-006
35.9375	4.45288e-006
36.3281	6.41539e-006
36.7188	9.67985e-006
37.1094	5.12864e-006
