	S:1
Hz	Magnitude, N
0	0.000365964
0.390625	0.000385118
0.78125	2.34283e-005
1.17188	6.75186e-006
1.5625	2.14027e-005
1.95313	2.74541e-005
2.34375	9.16344e-006
2.73438	1.29171e-005
3.125	2.5399e-006
3.51563	1.12657e-005
3.90625	1.59968e-005
4.29688	4.29475e-006
4.6875	3.94618e-006
5.07813	2.45064e-006
5.46875	1.25822e-005
5.85938	1.56206e-005
6.25	1.50232e-005
6.64063	8.10403e-006
7.03125	5.31405e-006
7.42188	3.83931e-006
7.8125	3.48452e-006
8.20313	3.81281e-006
8.59375	1.03061e-005
8.98438	1.37885e-005
9.375	1.23149e-005
9.76563	2.35259e-005
10.1563	2.66358e-005
10.5469	2.23234e-005
10.9375	7.25908e-006
11.3281	1.23869e-005
11.7188	2.13478e-005
12.1094	1.54503e-005
12.5	5.52931e-006
12.8906	1.78378e-006
13.2813	8.71568e-006
13.6719	5.26736e-006
14.0625	1.28612e-005
14.4531	5.13461e-006
14.8438	3.72726e-006
15.2344	4.84273e-006
15.625	6.35322e-006
16.0156	7.8296e-006
16.4063	4.79946e-006
16.7969	6.08929e-006
17.1875	5.54111e-006
17.5781	4.2836e-006
17.9688	1.26913e-005
18.3594	1.21286e-005
18.75	6.70635e-006
19.1406	6.82822e-006
19.5313	7.05046e-006
19.9219	4.8973e-006
20.3125	5.27777e-006
20.7031	8.65961e-006
21.0938	1.18121e-005
21.4844	6.69151e-006
21.875	1.10286e-005
22.2656	1.31189e-005
22.6563	9.62057e-006
23.0469	9.11247e-006
23.4375	6.46718e-006
23.8281	8.33836e-006
24.2188	9.98091e-006
24.6094	5.37253e-006
25	7.48891e-006
25.3906	8.62741e-006
25.7813	9.82437e-006
26.1719	1.24194e-005
26.5625	6.65962e-006
26.9531	4.56168e-006
27.3438	4.71268e-006
27.7344	1.42544e-005
28.125	1.20167e-005
28.5156	9.33843e-006
28.9063	9.38911e-006
29.2969	2.37012e-006
29.6875	7.17807e-006
30.0781	4.53306e-006
30.4688	2.58645e-006
30.8594	5.8152e-006
31.25	6.95838e-006
31.6406	9.8317e-006
32.0313	1.35008e-005
32.4219	9.24283e-006
32.8125	3.10826e-006
33.2031	5.27901e-006
33.5938	9.16658e-006
33.9844	2.17817e-006
34.375	1.01348e-005
34.7656	1.63585e-005
35.1563	9.62293e-006
35.5469	4.97772e-006
35.9375	3.07218e-006
36.3281	7.77565e-006
36.7188	8.48445e-006
