	X:1
sec	Real, N
0	-0.00833692
0.0003125	-0.00617808
0.000625	-0.00499215
0.0009375	0.00630988
0.00125	0.0120418
0.0015625	0.00516805
0.001875	0.00081598
0.0021875	0.00273238
0.0025	-0.000994315
0.0028125	-0.00392126
0.003125	-0.0025683
0.0034375	-0.00280802
0.00375	0.00384654
0.0040625	0.00407668
0.004375	0.0306734
0.0046875	0.0187149
0.005	0.0218557
0.0053125	0.00422668
0.005625	-0.00392459
0.0059375	0.000210329
0.00625	0.000185208
0.0065625	0.0157389
0.006875	-0.0391731
0.0071875	-0.013466
0.0075	0.0048955
0.0078125	0.0137374
0.008125	0.0110734
0.0084375	0.00057555
0.00875	-0.0022983
0.0090625	-0.0173681
0.009375	-0.0248428
0.0096875	-0.017938
0.01	-0.00705472
0.0103125	-0.00726488
0.010625	-0.00336819
0.0109375	0.00859271
0.01125	0.0111216
0.0115625	0.00312045
0.011875	0.00104346
0.0121875	0.00232972
0.0125	-0.00140822
0.0128125	-0.00374301
0.013125	-0.00110303
0.0134375	-0.00193792
0.01375	0.00409572
0.0140625	0.00436476
0.014375	0.028111
0.0146875	0.0223872
0.015	0.0186202
0.0153125	0.00968259
0.015625	-0.00712635
0.0159375	0.00278735
0.01625	-0.00725375
0.0165625	0.0207265
0.016875	-0.0332142
0.0171875	-0.0204395
0.0175	0.00502678
0.0178125	0.0123006
0.018125	0.0132506
0.0184375	0.000605497
0.01875	-0.00145265
0.0190625	-0.0146027
0.019375	-0.0245041
0.0196875	-0.0197239
0.02	-0.00766221
0.0203125	-0.00629983
0.020625	-0.00516972
0.0209375	0.0069656
0.02125	0.0119786
0.0215625	0.00487927
0.021875	0.000779747
0.0221875	0.00260364
0.0225	-0.000857099
0.0228125	-0.00369508
0.023125	-0.00237379
0.0234375	-0.00260846
0.02375	0.00414968
0.0240625	0.00472073
0.024375	0.0307028
0.0246875	0.0183906
0.025	0.0221298
0.0253125	0.00310514
0.025625	-0.00337998
0.0259375	-0.000269396
0.02625	0.000831336
0.0265625	0.0148966
0.026875	-0.0396715
0.0271875	-0.0124362
0.0275	0.00540065
0.0278125	0.0136328
0.028125	0.0107668
0.0284375	0.000263616
0.02875	-0.00267717
0.0290625	-0.0180357
0.029375	-0.0251606
0.0296875	-0.0174971
0.03	-0.00670238
0.0303125	-0.00724333
0.030625	-0.0029866
0.0309375	0.00895318
0.03125	0.010834
0.0315625	0.00312484
0.031875	0.00107043
0.0321875	0.00229093
0.0325	-0.00151652
0.0328125	-0.0037472
0.033125	-0.000878443
0.0334375	-0.00187677
0.03375	0.00410088
0.0340625	0.00452727
0.034375	0.0284944
0.0346875	0.0217754
0.035	0.0190337
0.0353125	0.00837779
0.035625	-0.00652089
0.0359375	0.00202995
0.03625	-0.00700906
0.0365625	0.0203176
0.036875	-0.0345385
0.0371875	-0.0190729
0.0375	0.00564508
0.0378125	0.0125965
0.038125	0.0130094
0.0384375	0.000422755
0.03875	-0.00175885
0.0390625	-0.0148567
0.039375	-0.0246543
0.0396875	-0.0196096
0.04	-0.00750772
0.0403125	-0.00643776
0.040625	-0.00477
0.0409375	0.0070163
0.04125	0.0120482
0.0415625	0.00495721
0.041875	0.000710709
0.0421875	0.00258829
0.0425	-0.00135603
0.0428125	-0.00396051
0.043125	-0.00255739
