	S:1
Hz	Magnitude, N
0	0.000505144
0.390625	0.000519979
0.78125	0.000208429
1.17188	0.000137498
1.5625	5.6389e-005
1.95313	1.36994e-005
2.34375	2.17288e-005
2.73438	1.86594e-005
3.125	1.17394e-005
3.51563	1.37582e-005
3.90625	7.38754e-006
4.29688	1.09626e-005
4.6875	1.55295e-005
5.07813	5.98744e-006
5.46875	2.08216e-006
5.85938	7.20778e-006
6.25	8.1731e-006
6.64063	1.0471e-005
7.03125	1.45307e-005
7.42188	1.17803e-005
7.8125	1.31545e-005
8.20313	1.59293e-005
8.59375	1.40842e-005
8.98438	1.40859e-005
9.375	1.15283e-005
9.76563	7.82059e-006
10.1563	4.96163e-006
10.5469	4.21918e-006
10.9375	5.20068e-006
11.3281	1.51951e-006
11.7188	8.568e-006
12.1094	5.27691e-006
12.5	8.85346e-006
12.8906	5.54392e-006
13.2813	7.22517e-006
13.6719	9.36988e-006
14.0625	9.25351e-006
14.4531	6.99475e-006
14.8438	9.9159e-006
15.2344	1.07215e-005
15.625	3.14937e-006
16.0156	2.86846e-006
16.4063	2.93327e-006
16.7969	7.85841e-006
17.1875	2.22014e-006
17.5781	1.43996e-005
17.9688	1.28737e-005
18.3594	3.16264e-006
18.75	2.02216e-006
19.1406	3.70495e-006
19.5313	8.1315e-006
19.9219	9.1996e-006
20.3125	2.3768e-006
20.7031	7.3395e-006
21.0938	9.98651e-006
21.4844	6.36701e-006
21.875	1.31892e-005
22.2656	2.50109e-006
22.6563	5.88946e-006
23.0469	8.93018e-006
23.4375	1.01877e-005
23.8281	9.38154e-006
24.2188	1.22536e-005
24.6094	6.80364e-006
25	6.72072e-006
25.3906	1.15181e-005
25.7813	5.00936e-006
26.1719	1.05446e-005
26.5625	7.79848e-006
26.9531	4.40176e-006
27.3438	3.67434e-006
27.7344	4.9116e-006
28.125	2.53702e-006
28.5156	2.88791e-006
28.9063	4.5455e-006
29.2969	2.47725e-006
29.6875	5.29203e-006
30.0781	5.72705e-006
30.4688	3.96761e-006
30.8594	3.92311e-006
31.25	5.41902e-007
31.6406	4.6854e-006
32.0313	9.85016e-006
32.4219	1.47976e-005
32.8125	1.01887e-005
33.2031	8.17759e-006
33.5938	8.78003e-006
33.9844	5.82884e-006
34.375	2.56633e-006
34.7656	9.00067e-006
35.1563	1.66e-005
35.5469	1.01683e-005
35.9375	2.79076e-006
36.3281	4.45415e-006
36.7188	6.79246e-006
37.1094	1.2362e-005
37.5	9.29644e-006
37.8906	4.57281e-006
38.2813	3.89942e-006
38.6719	4.64939e-006
39.0625	3.56296e-006
39.4531	3.17054e-006
39.8438	5.29272e-006
40.2344	4.60533e-006
40.625	2.41717e-006
41.0156	7.42804e-006
41.4063	2.69465e-006
41.7969	3.78452e-006
42.1875	2.69565e-006
42.5781	2.39031e-006
42.9688	3.30675e-006
43.3594	6.51937e-006
43.75	1.07871e-006
44.1406	8.14398e-006
44.5313	1.10503e-005
44.9219	6.72818e-006
45.3125	8.49976e-006
45.7031	1.23645e-005
46.0938	1.53284e-005
46.4844	1.07007e-005
46.875	2.07245e-006
47.2656	3.74868e-006
47.6563	2.85739e-006
48.0469	7.37084e-006
48.4375	7.64722e-006
48.8281	1.7272e-006
49.2188	8.79691e-006
49.6094	3.84622e-005
50	6.79034e-005
50.3906	3.51148e-005
50.7813	3.68245e-006
51.1719	1.20591e-006
51.5625	1.9435e-006
51.9531	2.87194e-006
52.3438	4.39912e-006
52.7344	5.92048e-006
53.125	1.0742e-006
53.5156	3.52914e-006
53.9063	2.34162e-006
54.2969	1.52336e-006
54.6875	8.31778e-007
55.0781	4.56672e-006
55.4688	2.60903e-006
55.8594	9.92575e-007
56.25	3.21506e-007
56.6406	2.06685e-006
57.0313	3.63843e-006
57.4219	2.28327e-006
57.8125	3.06922e-006
58.2031	6.20564e-006
58.5938	7.65301e-006
58.9844	6.7086e-006
59.375	6.12903e-006
59.7656	3.59854e-006
60.1563	3.0598e-006
60.5469	6.05429e-006
60.9375	6.66227e-006
61.3281	6.1735e-006
61.7188	5.04714e-006
62.1094	2.38377e-006
62.5	3.38463e-006
62.8906	4.93244e-006
63.2813	3.15144e-006
63.6719	2.22245e-006
64.0625	3.90132e-006
64.4531	5.82379e-006
64.8438	6.42936e-006
65.2344	5.14573e-006
65.625	5.82813e-006
66.0156	6.83212e-006
66.4063	7.30755e-006
66.7969	2.9409e-006
67.1875	6.81916e-006
67.5781	8.60012e-006
67.9688	3.56919e-006
68.3594	2.0841e-006
68.75	4.35919e-006
69.1406	2.38489e-006
69.5313	1.18213e-006
69.9219	1.94617e-006
70.3125	3.08581e-006
70.7031	5.1609e-006
71.0938	9.50584e-006
71.4844	8.08651e-006
71.875	1.97371e-006
72.2656	3.21622e-006
72.6563	4.49295e-006
73.0469	6.00147e-006
73.4375	6.05091e-006
73.8281	6.3081e-006
74.2188	5.04934e-007
74.6094	4.70965e-006
75	1.2222e-006
75.3906	2.73738e-006
75.7813	4.99672e-006
76.1719	6.32581e-006
76.5625	4.32839e-006
76.9531	5.23308e-006
77.3438	5.84303e-006
77.7344	3.33254e-006
78.125	2.30131e-006
78.5156	8.55045e-007
78.9063	2.58605e-006
79.2969	4.37771e-006
79.6875	2.95437e-006
80.0781	2.12894e-006
80.4688	4.99686e-006
80.8594	4.16688e-006
81.25	3.28608e-006
81.6406	4.02719e-007
82.0313	1.52396e-006
82.4219	3.07066e-006
82.8125	5.7608e-006
83.2031	5.45638e-006
83.5938	4.84668e-006
83.9844	5.26163e-006
84.375	9.14424e-006
84.7656	5.73611e-006
85.1563	3.03769e-006
85.5469	1.53706e-006
85.9375	4.14629e-007
86.3281	1.24961e-006
86.7188	2.06353e-006
87.1094	2.39945e-006
87.5	2.72709e-006
87.8906	1.76001e-006
88.2813	2.55669e-006
88.6719	7.11202e-006
89.0625	5.97639e-006
89.4531	1.52353e-006
89.8438	1.4162e-006
90.2344	2.30804e-006
90.625	2.10197e-006
91.0156	2.96121e-006
91.4063	3.77025e-006
91.7969	1.93903e-006
92.1875	6.80046e-006
92.5781	7.16025e-006
92.9688	6.93457e-006
93.3594	7.25044e-006
93.75	2.00825e-006
94.1406	2.70028e-006
94.5313	5.25001e-006
94.9219	4.42424e-006
95.3125	3.13192e-006
95.7031	2.91622e-007
96.0938	3.48078e-006
96.4844	5.4484e-006
96.875	1.9243e-006
97.2656	1.0894e-005
97.6563	2.78029e-006
98.0469	1.30091e-005
98.4375	2.88951e-005
98.8281	5.49266e-005
99.2188	0.000192493
99.6094	0.0026928
100	0.00771456
100.391	0.0053272
100.781	0.000449299
101.172	9.05651e-005
101.563	3.49763e-005
101.953	1.77286e-005
102.344	7.43561e-006
102.734	8.72219e-006
103.125	4.0904e-006
103.516	4.00851e-006
103.906	5.3265e-006
104.297	1.55839e-006
104.688	4.02555e-006
105.078	2.14534e-006
105.469	1.56145e-006
105.859	1.69038e-006
106.25	2.04439e-006
106.641	3.54848e-006
107.031	3.00664e-006
107.422	2.23901e-006
107.813	4.02255e-006
108.203	3.90356e-006
108.594	5.79042e-006
108.984	1.29237e-006
109.375	5.86261e-006
109.766	4.13653e-006
110.156	3.15375e-006
110.547	4.74548e-006
110.938	2.46295e-006
111.328	1.9092e-006
111.719	1.53764e-006
112.109	3.74187e-006
112.5	2.50091e-006
112.891	1.50246e-006
113.281	1.97487e-006
113.672	3.17401e-006
114.063	9.61526e-007
114.453	1.51577e-006
114.844	2.61188e-006
115.234	2.07121e-006
115.625	3.96552e-006
116.016	2.77018e-006
116.406	3.232e-006
116.797	3.85391e-006
117.188	3.90737e-006
117.578	8.03766e-007
117.969	2.62521e-006
118.359	1.93258e-006
118.75	4.88615e-006
119.141	8.4735e-006
119.531	4.555e-006
119.922	2.844e-006
120.313	3.54838e-006
120.703	5.28054e-007
121.094	3.16297e-006
121.484	4.59298e-006
121.875	3.66594e-006
122.266	2.03771e-006
122.656	2.05304e-006
123.047	2.46203e-006
123.438	1.29205e-006
123.828	5.47865e-007
124.219	4.49165e-006
124.609	3.74369e-006
125	3.06575e-006
125.391	4.78905e-006
125.781	2.32929e-006
126.172	1.94927e-006
126.563	1.67525e-006
126.953	2.46349e-006
127.344	5.07029e-006
127.734	7.20361e-006
128.125	6.5413e-006
128.516	3.5722e-006
128.906	2.63981e-006
129.297	2.05677e-006
129.688	4.9506e-006
130.078	1.8823e-006
130.469	1.21537e-006
130.859	3.57397e-006
131.25	2.83654e-006
131.641	7.06743e-007
132.031	1.73421e-006
132.422	4.16876e-006
132.813	4.93011e-006
133.203	1.50344e-006
133.594	4.04412e-006
133.984	1.53353e-006
134.375	2.42879e-006
134.766	4.91011e-006
135.156	3.38224e-006
135.547	3.76328e-006
135.938	4.90355e-006
136.328	5.31777e-006
136.719	2.28576e-006
137.109	5.13539e-006
137.5	1.7092e-006
137.891	6.03478e-006
138.281	4.52784e-006
138.672	4.65172e-006
139.063	3.2392e-006
139.453	2.78845e-006
139.844	4.60028e-006
140.234	3.82374e-006
140.625	4.21582e-006
141.016	3.62368e-006
141.406	3.38881e-006
141.797	7.30718e-006
142.188	4.47141e-006
142.578	2.56166e-006
142.969	5.5339e-006
143.359	4.88596e-006
143.75	1.68319e-006
144.141	2.77423e-006
144.531	2.57272e-006
144.922	8.7997e-007
