	S:1
Hz	Magnitude, N
0	0.000549026
0.390625	0.000591543
0.78125	0.000208219
1.17188	6.54162e-005
1.5625	1.05471e-005
1.95313	9.26138e-006
2.34375	2.90285e-005
2.73438	2.41188e-005
3.125	1.30294e-005
3.51563	1.19509e-005
3.90625	2.77074e-005
4.29688	2.01122e-005
4.6875	1.61016e-005
5.07813	9.36237e-006
5.46875	9.21765e-006
5.85938	1.33217e-005
6.25	8.82846e-006
6.64063	2.18737e-005
7.03125	1.60209e-005
7.42188	1.16583e-005
7.8125	1.87187e-005
8.20313	2.27137e-005
8.59375	1.83079e-005
8.98438	6.78138e-006
9.375	4.62171e-006
9.76563	8.07327e-006
10.1563	1.68957e-005
10.5469	8.61219e-006
10.9375	1.0455e-005
11.3281	1.45626e-005
11.7188	7.60519e-006
12.1094	4.95632e-006
12.5	2.74487e-006
12.8906	2.98696e-006
13.2813	7.36852e-006
13.6719	1.13026e-005
14.0625	5.69837e-006
14.4531	4.66549e-006
14.8438	8.27327e-006
15.2344	3.53844e-006
15.625	7.27694e-006
16.0156	7.33144e-006
16.4063	6.76198e-006
16.7969	5.87009e-006
17.1875	2.58192e-006
17.5781	5.42566e-006
17.9688	4.85344e-006
18.3594	5.35188e-006
18.75	6.00674e-006
19.1406	4.63408e-006
19.5313	3.01361e-006
19.9219	3.6275e-006
20.3125	3.25127e-006
20.7031	1.36862e-005
21.0938	1.66367e-005
21.4844	1.23796e-005
21.875	2.00639e-005
22.2656	1.96249e-005
22.6563	9.9361e-006
23.0469	5.00289e-006
23.4375	5.08309e-006
23.8281	3.7082e-006
24.2188	8.38106e-006
24.6094	1.47436e-005
25	9.21967e-006
25.3906	1.53848e-006
25.7813	3.50925e-006
26.1719	1.24466e-006
26.5625	9.55007e-006
26.9531	9.30618e-006
27.3438	1.34279e-006
27.7344	1.04823e-005
28.125	1.33677e-005
28.5156	9.32335e-006
28.9063	3.00628e-006
29.2969	1.2784e-005
29.6875	8.0743e-006
30.0781	5.41889e-006
30.4688	5.59477e-006
30.8594	7.77809e-006
31.25	8.01619e-006
31.6406	7.79178e-006
32.0313	1.06088e-005
32.4219	1.47949e-005
32.8125	1.15923e-005
33.2031	7.28756e-006
33.5938	4.20221e-006
33.9844	5.52244e-007
34.375	3.51609e-006
34.7656	8.72407e-006
35.1563	1.20693e-005
35.5469	5.72703e-006
35.9375	1.30831e-005
36.3281	1.47244e-005
36.7188	6.34997e-006
37.1094	5.37123e-006
37.5	5.93247e-006
37.8906	1.30372e-005
38.2813	1.70712e-005
38.6719	1.04918e-005
39.0625	5.41088e-006
39.4531	3.7112e-006
39.8438	1.02948e-006
40.2344	6.4021e-006
40.625	6.04813e-006
41.0156	7.01315e-006
41.4063	5.77288e-006
41.7969	4.6976e-006
42.1875	4.03536e-006
42.5781	2.14996e-006
42.9688	2.50261e-006
43.3594	1.81318e-006
43.75	8.64731e-007
44.1406	2.6802e-006
44.5313	1.3332e-006
44.9219	3.25117e-006
45.3125	3.73284e-006
45.7031	1.01316e-005
46.0938	1.92061e-005
46.4844	1.35352e-005
46.875	4.90249e-006
47.2656	1.72849e-006
47.6563	3.19365e-006
48.0469	3.44806e-006
48.4375	6.87511e-006
48.8281	1.13287e-005
49.2188	1.44847e-005
49.6094	1.8047e-005
50	2.27574e-005
50.3906	9.64021e-006
50.7813	5.55768e-006
51.1719	5.30808e-006
51.5625	2.48502e-006
51.9531	3.16034e-006
52.3438	6.90241e-006
52.7344	8.29799e-006
53.125	3.05051e-006
53.5156	6.4182e-006
53.9063	6.69804e-006
54.2969	6.2104e-006
54.6875	3.98628e-006
55.0781	4.5161e-006
55.4688	4.60167e-006
55.8594	4.69347e-006
56.25	3.83339e-006
56.6406	2.36686e-006
57.0313	3.80604e-006
57.4219	3.22154e-007
57.8125	4.15301e-006
58.2031	2.88231e-006
58.5938	4.02202e-006
58.9844	3.96181e-006
59.375	2.81154e-006
59.7656	5.344e-006
60.1563	6.1749e-006
60.5469	7.49336e-006
60.9375	4.10743e-006
61.3281	1.78127e-006
61.7188	6.39105e-006
62.1094	8.90042e-006
62.5	9.55339e-006
62.8906	5.62845e-006
63.2813	1.43678e-006
63.6719	3.16543e-006
64.0625	3.44782e-006
64.4531	2.40657e-006
64.8438	3.05728e-006
65.2344	5.17606e-006
65.625	4.05041e-006
66.0156	1.71253e-006
66.4063	8.95867e-007
66.7969	5.73948e-006
67.1875	6.013e-006
67.5781	2.2514e-006
67.9688	3.88767e-006
68.3594	3.05041e-006
68.75	3.04583e-006
69.1406	4.52033e-006
69.5313	2.2839e-006
69.9219	2.108e-006
70.3125	2.50051e-006
70.7031	3.75705e-006
71.0938	4.87097e-006
71.4844	9.17381e-007
71.875	1.79928e-006
72.2656	4.00444e-006
72.6563	4.69987e-006
73.0469	1.93595e-006
73.4375	2.40136e-006
73.8281	6.3919e-006
74.2188	5.29398e-006
74.6094	6.58553e-006
75	4.58427e-006
75.3906	3.59233e-006
75.7813	3.52856e-006
76.1719	2.40167e-006
76.5625	1.29261e-006
76.9531	1.01947e-006
77.3438	4.73836e-006
77.7344	2.82377e-006
78.125	2.31147e-006
78.5156	1.97989e-006
78.9063	1.72727e-006
79.2969	4.34579e-006
79.6875	3.68388e-006
80.0781	2.69812e-006
80.4688	5.95122e-006
80.8594	6.94889e-006
81.25	8.39178e-006
81.6406	7.56362e-006
82.0313	2.41244e-006
82.4219	1.65113e-006
82.8125	5.16498e-006
83.2031	3.55345e-006
83.5938	4.01234e-006
83.9844	3.94247e-006
84.375	3.81392e-006
84.7656	4.5154e-006
85.1563	5.9986e-006
85.5469	7.64593e-006
85.9375	3.0578e-006
86.3281	4.2686e-006
86.7188	5.02633e-006
87.1094	2.08952e-006
87.5	1.21477e-006
87.8906	3.75489e-006
88.2813	5.52363e-006
88.6719	5.06533e-006
89.0625	4.7647e-006
89.4531	5.16971e-006
89.8438	2.79611e-006
90.2344	4.6034e-006
90.625	2.58531e-006
91.0156	8.68447e-006
91.4063	1.15356e-005
91.7969	4.45861e-006
92.1875	2.36579e-006
92.5781	1.8574e-006
92.9688	1.82978e-006
93.3594	8.70173e-007
93.75	7.83141e-006
94.1406	1.10369e-005
94.5313	7.74212e-006
94.9219	4.99729e-006
95.3125	3.75365e-006
95.7031	4.18967e-006
96.0938	7.07566e-006
96.4844	8.49488e-006
96.875	6.83076e-006
97.2656	5.68666e-006
97.6563	1.66397e-006
98.0469	7.74238e-007
98.4375	8.97327e-006
98.8281	1.30108e-005
99.2188	3.87791e-005
99.6094	0.00445505
100	0.00856186
100.391	0.00410996
100.781	3.6304e-005
101.172	9.84442e-006
101.563	5.21243e-006
101.953	5.81639e-006
102.344	2.3351e-006
102.734	3.49051e-006
103.125	6.17377e-006
103.516	1.5422e-006
103.906	4.5505e-006
104.297	6.06952e-006
104.688	2.30828e-006
105.078	3.04393e-006
105.469	5.11171e-006
105.859	3.64134e-006
106.25	4.75265e-006
106.641	4.88768e-006
107.031	7.27594e-006
107.422	8.91621e-006
107.813	5.87611e-006
108.203	1.57179e-006
108.594	3.31754e-006
108.984	2.78653e-006
109.375	8.41414e-007
109.766	3.69058e-006
110.156	7.06274e-006
110.547	6.35835e-006
110.938	5.06269e-006
111.328	4.45593e-006
111.719	3.50736e-006
112.109	5.40976e-006
112.5	7.95371e-006
112.891	5.05553e-006
113.281	4.67253e-006
113.672	6.45498e-006
114.063	3.09052e-006
114.453	5.84609e-007
114.844	5.19468e-006
115.234	4.94656e-006
115.625	1.04731e-006
